image,modality,split
unlabeled_cell_00135.tif,Brightfield,unlabeled
unlabeled_cell_00136.tif,Brightfield,unlabeled
unlabeled_cell_00137.tif,Brightfield,unlabeled
unlabeled_cell_00138.tif,Brightfield,unlabeled
unlabeled_cell_00139.tif,Brightfield,unlabeled
unlabeled_cell_00140.tif,Brightfield,unlabeled
unlabeled_cell_00141.tif,Brightfield,unlabeled
unlabeled_cell_00142.tif,Brightfield,unlabeled
unlabeled_cell_00143.tif,Brightfield,unlabeled
unlabeled_cell_00144.tif,Brightfield,unlabeled
unlabeled_cell_00145.tif,Brightfield,unlabeled
unlabeled_cell_00146.tif,Brightfield,unlabeled
unlabeled_cell_00147.tif,Brightfield,unlabeled
unlabeled_cell_00148.tif,Brightfield,unlabeled
unlabeled_cell_00149.tif,Brightfield,unlabeled
unlabeled_cell_00150.tif,Brightfield,unlabeled
unlabeled_cell_00151.tif,Brightfield,unlabeled
unlabeled_cell_00152.tif,Brightfield,unlabeled
unlabeled_cell_00153.tif,Brightfield,unlabeled
unlabeled_cell_00154.tif,Brightfield,unlabeled
unlabeled_cell_00155.tif,Brightfield,unlabeled
unlabeled_cell_00156.tif,Brightfield,unlabeled
unlabeled_cell_00157.tif,Brightfield,unlabeled
unlabeled_cell_00158.tif,Brightfield,unlabeled
unlabeled_cell_00159.tif,Brightfield,unlabeled
unlabeled_cell_00160.tif,Brightfield,unlabeled
unlabeled_cell_00161.tif,Brightfield,unlabeled
unlabeled_cell_00162.tif,Brightfield,unlabeled
unlabeled_cell_00163.tif,Brightfield,unlabeled
unlabeled_cell_00164.tif,Brightfield,unlabeled
unlabeled_cell_00165.tif,Brightfield,unlabeled
unlabeled_cell_00166.tif,Brightfield,unlabeled
unlabeled_cell_00167.tif,Brightfield,unlabeled
unlabeled_cell_00168.tif,Brightfield,unlabeled
unlabeled_cell_00169.tif,Brightfield,unlabeled
unlabeled_cell_00170.tif,Brightfield,unlabeled
unlabeled_cell_00171.tif,Brightfield,unlabeled
unlabeled_cell_00172.tif,Brightfield,unlabeled
unlabeled_cell_00173.tif,Brightfield,unlabeled
unlabeled_cell_00174.tif,Brightfield,unlabeled
unlabeled_cell_00175.tif,Brightfield,unlabeled
unlabeled_cell_00176.tif,Brightfield,unlabeled
unlabeled_cell_00177.tif,Brightfield,unlabeled
unlabeled_cell_00178.tif,Brightfield,unlabeled
unlabeled_cell_00179.tif,Brightfield,unlabeled
unlabeled_cell_00180.tif,Brightfield,unlabeled
unlabeled_cell_00181.tif,Brightfield,unlabeled
unlabeled_cell_00182.tif,Brightfield,unlabeled
unlabeled_cell_00183.tif,Brightfield,unlabeled
unlabeled_cell_00184.tif,Brightfield,unlabeled
unlabeled_cell_00185.tif,Brightfield,unlabeled
unlabeled_cell_00186.tif,Brightfield,unlabeled
unlabeled_cell_00187.tif,Brightfield,unlabeled
unlabeled_cell_00188.tif,Brightfield,unlabeled
unlabeled_cell_00189.tif,Brightfield,unlabeled
unlabeled_cell_00190.tif,Brightfield,unlabeled
unlabeled_cell_00191.tif,Brightfield,unlabeled
unlabeled_cell_00192.tif,Brightfield,unlabeled
unlabeled_cell_00193.tif,Brightfield,unlabeled
unlabeled_cell_00194.tif,Brightfield,unlabeled
unlabeled_cell_00195.tif,Brightfield,unlabeled
unlabeled_cell_00196.tif,Brightfield,unlabeled
unlabeled_cell_00197.tif,Brightfield,unlabeled
unlabeled_cell_00198.tif,Brightfield,unlabeled
unlabeled_cell_00199.tif,Brightfield,unlabeled
unlabeled_cell_00200.tif,Brightfield,unlabeled
unlabeled_cell_00201.tif,Brightfield,unlabeled
unlabeled_cell_00202.tif,Brightfield,unlabeled
unlabeled_cell_00203.tif,Brightfield,unlabeled
unlabeled_cell_00204.tif,Brightfield,unlabeled
unlabeled_cell_00205.tif,Brightfield,unlabeled
unlabeled_cell_00206.tif,Brightfield,unlabeled
unlabeled_cell_00207.tif,Brightfield,unlabeled
unlabeled_cell_00208.tif,Brightfield,unlabeled
unlabeled_cell_00209.tif,Brightfield,unlabeled
unlabeled_cell_00210.tif,Brightfield,unlabeled
unlabeled_cell_00211.tif,Brightfield,unlabeled
unlabeled_cell_00212.tif,Brightfield,unlabeled
unlabeled_cell_00213.tif,Brightfield,unlabeled
unlabeled_cell_00214.tif,Brightfield,unlabeled
unlabeled_cell_00215.tif,Brightfield,unlabeled
unlabeled_cell_00216.tif,Brightfield,unlabeled
unlabeled_cell_00217.tif,Brightfield,unlabeled
unlabeled_cell_00218.tif,Brightfield,unlabeled
unlabeled_cell_00219.tif,Brightfield,unlabeled
unlabeled_cell_00220.tif,Brightfield,unlabeled
unlabeled_cell_00221.tif,Brightfield,unlabeled
unlabeled_cell_00222.tif,Brightfield,unlabeled
unlabeled_cell_00223.tif,Brightfield,unlabeled
unlabeled_cell_00224.tif,Brightfield,unlabeled
unlabeled_cell_00225.tif,Brightfield,unlabeled
unlabeled_cell_00226.tif,Brightfield,unlabeled
unlabeled_cell_00227.tif,Brightfield,unlabeled
unlabeled_cell_00228.tif,Brightfield,unlabeled
unlabeled_cell_00229.tif,Brightfield,unlabeled
unlabeled_cell_00230.tif,Brightfield,unlabeled
unlabeled_cell_00231.tif,Brightfield,unlabeled
unlabeled_cell_00232.tif,Brightfield,unlabeled
unlabeled_cell_00233.tif,Brightfield,unlabeled
unlabeled_cell_00234.tif,Brightfield,unlabeled
unlabeled_cell_00235.tif,Brightfield,unlabeled
unlabeled_cell_00236.tif,Brightfield,unlabeled
unlabeled_cell_00237.tif,Brightfield,unlabeled
unlabeled_cell_00238.tif,Brightfield,unlabeled
unlabeled_cell_00239.tif,Brightfield,unlabeled
unlabeled_cell_00240.tif,Brightfield,unlabeled
unlabeled_cell_00241.tif,Brightfield,unlabeled
unlabeled_cell_00242.tif,Brightfield,unlabeled
unlabeled_cell_00243.tif,Brightfield,unlabeled
unlabeled_cell_00244.tif,Brightfield,unlabeled
unlabeled_cell_00245.tif,Brightfield,unlabeled
unlabeled_cell_00246.tif,Brightfield,unlabeled
unlabeled_cell_00247.tif,Brightfield,unlabeled
unlabeled_cell_00248.tif,Brightfield,unlabeled
unlabeled_cell_00249.tif,Brightfield,unlabeled
unlabeled_cell_00250.tif,Brightfield,unlabeled
unlabeled_cell_00251.tif,Brightfield,unlabeled
unlabeled_cell_00252.tif,Brightfield,unlabeled
unlabeled_cell_00253.tif,Brightfield,unlabeled
unlabeled_cell_00254.tif,Brightfield,unlabeled
unlabeled_cell_00255.tif,Brightfield,unlabeled
unlabeled_cell_00256.tif,Brightfield,unlabeled
unlabeled_cell_00257.tif,Brightfield,unlabeled
unlabeled_cell_00258.tif,Brightfield,unlabeled
unlabeled_cell_00259.tif,Brightfield,unlabeled
unlabeled_cell_00260.tif,Brightfield,unlabeled
unlabeled_cell_00261.tif,Brightfield,unlabeled
unlabeled_cell_00262.tif,Brightfield,unlabeled
unlabeled_cell_00263.tif,Brightfield,unlabeled
unlabeled_cell_00264.tif,Brightfield,unlabeled
unlabeled_cell_00265.tif,Brightfield,unlabeled
unlabeled_cell_00266.tif,Brightfield,unlabeled
unlabeled_cell_00267.tif,Brightfield,unlabeled
unlabeled_cell_00268.tif,Brightfield,unlabeled
unlabeled_cell_00269.tif,Brightfield,unlabeled
unlabeled_cell_00270.tif,Brightfield,unlabeled
unlabeled_cell_00271.tif,Brightfield,unlabeled
unlabeled_cell_00272.tif,Brightfield,unlabeled
unlabeled_cell_00273.tif,Brightfield,unlabeled
unlabeled_cell_00274.tif,Brightfield,unlabeled
unlabeled_cell_00275.tif,Brightfield,unlabeled
unlabeled_cell_00276.tif,Brightfield,unlabeled
unlabeled_cell_00277.png,Brightfield,unlabeled
unlabeled_cell_00278.png,Brightfield,unlabeled
unlabeled_cell_00279.png,Brightfield,unlabeled
unlabeled_cell_00280.png,Brightfield,unlabeled
unlabeled_cell_00281.png,Brightfield,unlabeled
unlabeled_cell_00282.png,Brightfield,unlabeled
unlabeled_cell_00283.png,Brightfield,unlabeled
unlabeled_cell_00284.png,Brightfield,unlabeled
unlabeled_cell_00285.png,Brightfield,unlabeled
unlabeled_cell_00286.png,Brightfield,unlabeled
unlabeled_cell_00287.png,Brightfield,unlabeled
unlabeled_cell_00288.png,Brightfield,unlabeled
unlabeled_cell_00289.png,Brightfield,unlabeled
unlabeled_cell_00290.png,Brightfield,unlabeled
unlabeled_cell_00291.png,Brightfield,unlabeled
unlabeled_cell_00292.png,Brightfield,unlabeled
unlabeled_cell_00293.png,Brightfield,unlabeled
unlabeled_cell_00294.png,Brightfield,unlabeled
unlabeled_cell_00295.png,Brightfield,unlabeled
unlabeled_cell_00296.png,Brightfield,unlabeled
unlabeled_cell_00297.png,Brightfield,unlabeled
unlabeled_cell_00298.png,Brightfield,unlabeled
unlabeled_cell_00299.png,Brightfield,unlabeled
unlabeled_cell_00300.png,Brightfield,unlabeled
unlabeled_cell_00301.png,Brightfield,unlabeled
unlabeled_cell_00302.png,Brightfield,unlabeled
unlabeled_cell_00303.png,Brightfield,unlabeled
unlabeled_cell_00304.png,Brightfield,unlabeled
unlabeled_cell_00305.png,Brightfield,unlabeled
unlabeled_cell_00306.png,Brightfield,unlabeled
unlabeled_cell_00307.png,Brightfield,unlabeled
unlabeled_cell_00308.png,Brightfield,unlabeled
unlabeled_cell_00309.png,Brightfield,unlabeled
unlabeled_cell_00310.png,Brightfield,unlabeled
unlabeled_cell_00311.png,Brightfield,unlabeled
unlabeled_cell_00312.png,Brightfield,unlabeled
unlabeled_cell_00313.png,Brightfield,unlabeled
unlabeled_cell_00314.png,Brightfield,unlabeled
unlabeled_cell_00315.png,Brightfield,unlabeled
unlabeled_cell_00316.png,Brightfield,unlabeled
unlabeled_cell_00317.png,Brightfield,unlabeled
unlabeled_cell_00318.png,Brightfield,unlabeled
unlabeled_cell_00319.png,Brightfield,unlabeled
unlabeled_cell_00320.png,Brightfield,unlabeled
unlabeled_cell_00321.png,Brightfield,unlabeled
unlabeled_cell_00322.png,Brightfield,unlabeled
unlabeled_cell_00323.png,Brightfield,unlabeled
unlabeled_cell_00324.png,Brightfield,unlabeled
unlabeled_cell_00325.png,Brightfield,unlabeled
unlabeled_cell_00326.png,Brightfield,unlabeled
unlabeled_cell_00327.png,Brightfield,unlabeled
unlabeled_cell_00328.png,Brightfield,unlabeled
unlabeled_cell_00329.png,Brightfield,unlabeled
unlabeled_cell_00330.png,Brightfield,unlabeled
unlabeled_cell_00331.png,Brightfield,unlabeled
unlabeled_cell_00332.png,Brightfield,unlabeled
unlabeled_cell_00333.png,Brightfield,unlabeled
unlabeled_cell_00334.png,Brightfield,unlabeled
unlabeled_cell_00335.png,Brightfield,unlabeled
unlabeled_cell_00336.png,Brightfield,unlabeled
unlabeled_cell_00337.png,Brightfield,unlabeled
unlabeled_cell_00338.png,Brightfield,unlabeled
unlabeled_cell_00339.png,Brightfield,unlabeled
unlabeled_cell_00340.png,Brightfield,unlabeled
unlabeled_cell_00341.png,Brightfield,unlabeled
unlabeled_cell_00342.png,Brightfield,unlabeled
unlabeled_cell_00343.png,Brightfield,unlabeled
unlabeled_cell_00344.png,Brightfield,unlabeled
unlabeled_cell_00345.png,Brightfield,unlabeled
unlabeled_cell_00346.png,Brightfield,unlabeled
unlabeled_cell_00347.png,Brightfield,unlabeled
unlabeled_cell_00348.png,Brightfield,unlabeled
unlabeled_cell_00349.png,Brightfield,unlabeled
unlabeled_cell_00350.png,Brightfield,unlabeled
unlabeled_cell_00351.png,Brightfield,unlabeled
unlabeled_cell_00352.png,Brightfield,unlabeled
unlabeled_cell_00353.png,Brightfield,unlabeled
unlabeled_cell_00354.png,Brightfield,unlabeled
unlabeled_cell_00355.png,Brightfield,unlabeled
unlabeled_cell_00356.png,Brightfield,unlabeled
unlabeled_cell_00357.png,Brightfield,unlabeled
unlabeled_cell_00358.png,Brightfield,unlabeled
unlabeled_cell_00359.png,Brightfield,unlabeled
unlabeled_cell_00360.png,Brightfield,unlabeled
unlabeled_cell_00361.png,Brightfield,unlabeled
unlabeled_cell_00362.png,Brightfield,unlabeled
unlabeled_cell_00363.png,Brightfield,unlabeled
unlabeled_cell_00364.png,Brightfield,unlabeled
unlabeled_cell_00365.png,Brightfield,unlabeled
unlabeled_cell_00366.png,Brightfield,unlabeled
unlabeled_cell_00367.png,Brightfield,unlabeled
unlabeled_cell_00368.png,Brightfield,unlabeled
unlabeled_cell_00369.png,Brightfield,unlabeled
unlabeled_cell_00370.png,Brightfield,unlabeled
unlabeled_cell_00371.png,Brightfield,unlabeled
unlabeled_cell_00372.png,Brightfield,unlabeled
unlabeled_cell_00373.png,Brightfield,unlabeled
unlabeled_cell_00374.png,Brightfield,unlabeled
unlabeled_cell_00375.png,Brightfield,unlabeled
unlabeled_cell_00376.png,Brightfield,unlabeled
unlabeled_cell_00377.png,Brightfield,unlabeled
unlabeled_cell_00378.png,Brightfield,unlabeled
unlabeled_cell_00379.png,Brightfield,unlabeled
unlabeled_cell_00380.png,Brightfield,unlabeled
unlabeled_cell_00381.png,Brightfield,unlabeled
unlabeled_cell_00382.png,Brightfield,unlabeled
unlabeled_cell_00383.png,Brightfield,unlabeled
unlabeled_cell_00384.png,Brightfield,unlabeled
unlabeled_cell_00385.png,Brightfield,unlabeled
unlabeled_cell_00386.png,Brightfield,unlabeled
unlabeled_cell_00387.png,Brightfield,unlabeled
unlabeled_cell_00388.png,Brightfield,unlabeled
unlabeled_cell_00389.png,Brightfield,unlabeled
unlabeled_cell_00390.png,Brightfield,unlabeled
unlabeled_cell_00391.png,Brightfield,unlabeled
unlabeled_cell_00392.png,Brightfield,unlabeled
unlabeled_cell_00393.png,Brightfield,unlabeled
unlabeled_cell_00394.png,Brightfield,unlabeled
unlabeled_cell_00395.png,Brightfield,unlabeled
unlabeled_cell_00396.png,Brightfield,unlabeled
unlabeled_cell_00397.png,Brightfield,unlabeled
unlabeled_cell_00398.png,Brightfield,unlabeled
unlabeled_cell_00399.png,Brightfield,unlabeled
unlabeled_cell_00400.png,Brightfield,unlabeled
unlabeled_cell_00401.png,Brightfield,unlabeled
unlabeled_cell_00402.png,Brightfield,unlabeled
unlabeled_cell_00403.png,Brightfield,unlabeled
unlabeled_cell_00404.png,Brightfield,unlabeled
unlabeled_cell_00405.png,Brightfield,unlabeled
unlabeled_cell_00406.png,Brightfield,unlabeled
unlabeled_cell_00407.png,Brightfield,unlabeled
unlabeled_cell_00408.png,Brightfield,unlabeled
unlabeled_cell_00409.png,Brightfield,unlabeled
unlabeled_cell_00410.png,Brightfield,unlabeled
unlabeled_cell_00411.png,Brightfield,unlabeled
unlabeled_cell_00412.png,Brightfield,unlabeled
unlabeled_cell_00413.png,Brightfield,unlabeled
unlabeled_cell_00414.png,Brightfield,unlabeled
unlabeled_cell_00415.png,Brightfield,unlabeled
unlabeled_cell_00416.png,Brightfield,unlabeled
unlabeled_cell_00417.png,Brightfield,unlabeled
unlabeled_cell_00418.png,Brightfield,unlabeled
unlabeled_cell_00419.png,Brightfield,unlabeled
unlabeled_cell_00420.png,Brightfield,unlabeled
unlabeled_cell_00421.png,Brightfield,unlabeled
unlabeled_cell_00422.png,Brightfield,unlabeled
unlabeled_cell_00423.png,Brightfield,unlabeled
unlabeled_cell_00424.png,Brightfield,unlabeled
unlabeled_cell_00425.png,Brightfield,unlabeled
unlabeled_cell_00426.png,Brightfield,unlabeled
unlabeled_cell_00427.png,Brightfield,unlabeled
unlabeled_cell_00428.png,Brightfield,unlabeled
unlabeled_cell_00429.png,Brightfield,unlabeled
unlabeled_cell_00430.png,Brightfield,unlabeled
unlabeled_cell_00431.png,Brightfield,unlabeled
unlabeled_cell_00432.png,Brightfield,unlabeled
unlabeled_cell_00433.png,Brightfield,unlabeled
unlabeled_cell_00434.png,Brightfield,unlabeled
unlabeled_cell_00435.png,Brightfield,unlabeled
unlabeled_cell_00436.png,Brightfield,unlabeled
unlabeled_cell_00437.png,Brightfield,unlabeled
unlabeled_cell_00438.png,Brightfield,unlabeled
unlabeled_cell_00439.png,Brightfield,unlabeled
unlabeled_cell_00440.png,Brightfield,unlabeled
unlabeled_cell_00441.png,Brightfield,unlabeled
unlabeled_cell_00442.png,Brightfield,unlabeled
unlabeled_cell_00443.png,Brightfield,unlabeled
unlabeled_cell_00444.png,Brightfield,unlabeled
unlabeled_cell_00445.png,Brightfield,unlabeled
unlabeled_cell_00446.png,Brightfield,unlabeled
unlabeled_cell_00447.png,Brightfield,unlabeled
unlabeled_cell_00448.png,Brightfield,unlabeled
unlabeled_cell_00449.png,Brightfield,unlabeled
unlabeled_cell_00450.png,Brightfield,unlabeled
unlabeled_cell_00451.png,Brightfield,unlabeled
unlabeled_cell_00452.png,Brightfield,unlabeled
unlabeled_cell_00453.png,Brightfield,unlabeled
unlabeled_cell_00454.png,Brightfield,unlabeled
unlabeled_cell_00455.png,Brightfield,unlabeled
unlabeled_cell_00456.png,Brightfield,unlabeled
unlabeled_cell_00457.png,Brightfield,unlabeled
unlabeled_cell_00458.png,Brightfield,unlabeled
unlabeled_cell_00459.png,Brightfield,unlabeled
unlabeled_cell_00460.png,Brightfield,unlabeled
unlabeled_cell_00461.png,Brightfield,unlabeled
unlabeled_cell_00462.png,Brightfield,unlabeled
unlabeled_cell_00463.png,Brightfield,unlabeled
unlabeled_cell_00464.png,Brightfield,unlabeled
unlabeled_cell_00465.png,Brightfield,unlabeled
unlabeled_cell_00466.png,Brightfield,unlabeled
unlabeled_cell_00467.png,Brightfield,unlabeled
unlabeled_cell_00468.png,Brightfield,unlabeled
unlabeled_cell_00469.png,Brightfield,unlabeled
unlabeled_cell_00470.png,Brightfield,unlabeled
unlabeled_cell_00471.png,Brightfield,unlabeled
unlabeled_cell_00472.png,Brightfield,unlabeled
unlabeled_cell_00473.png,Brightfield,unlabeled
unlabeled_cell_00474.png,Brightfield,unlabeled
unlabeled_cell_00475.png,Brightfield,unlabeled
unlabeled_cell_00476.png,Brightfield,unlabeled
unlabeled_cell_00477.png,Brightfield,unlabeled
unlabeled_cell_00478.png,Brightfield,unlabeled
unlabeled_cell_00479.png,Brightfield,unlabeled
unlabeled_cell_00480.png,Brightfield,unlabeled
unlabeled_cell_00481.png,Brightfield,unlabeled
unlabeled_cell_00482.png,Brightfield,unlabeled
unlabeled_cell_00483.png,Brightfield,unlabeled
unlabeled_cell_00484.png,Brightfield,unlabeled
unlabeled_cell_00485.png,Brightfield,unlabeled
unlabeled_cell_00486.png,Brightfield,unlabeled
unlabeled_cell_00487.png,Brightfield,unlabeled
unlabeled_cell_00488.png,Brightfield,unlabeled
unlabeled_cell_00489.png,Brightfield,unlabeled
unlabeled_cell_00490.png,Brightfield,unlabeled
unlabeled_cell_00491.png,Brightfield,unlabeled
unlabeled_cell_00492.png,Brightfield,unlabeled
unlabeled_cell_00493.png,Brightfield,unlabeled
unlabeled_cell_00494.png,Brightfield,unlabeled
unlabeled_cell_00495.png,Brightfield,unlabeled
unlabeled_cell_00496.png,Brightfield,unlabeled
unlabeled_cell_00497.png,Brightfield,unlabeled
unlabeled_cell_00498.png,Brightfield,unlabeled
unlabeled_cell_00499.png,Brightfield,unlabeled
unlabeled_cell_00500.png,Brightfield,unlabeled
unlabeled_cell_00501.png,Brightfield,unlabeled
unlabeled_cell_00502.png,Brightfield,unlabeled
unlabeled_cell_00503.png,Brightfield,unlabeled
unlabeled_cell_00504.png,Brightfield,unlabeled
unlabeled_cell_00505.png,Brightfield,unlabeled
unlabeled_cell_00506.png,Brightfield,unlabeled
unlabeled_cell_00507.png,Brightfield,unlabeled
unlabeled_cell_00508.png,Brightfield,unlabeled
unlabeled_cell_00509.png,Brightfield,unlabeled
unlabeled_cell_00510.png,Brightfield,unlabeled
unlabeled_cell_00511.png,Brightfield,unlabeled
unlabeled_cell_00512.png,Brightfield,unlabeled
unlabeled_cell_00513.png,Brightfield,unlabeled
unlabeled_cell_00514.png,Brightfield,unlabeled
unlabeled_cell_00515.png,Brightfield,unlabeled
unlabeled_cell_00516.png,Brightfield,unlabeled
unlabeled_cell_00517.png,Brightfield,unlabeled
unlabeled_cell_00518.png,Brightfield,unlabeled
unlabeled_cell_00519.png,Brightfield,unlabeled
unlabeled_cell_00520.png,Brightfield,unlabeled
unlabeled_cell_00521.png,Brightfield,unlabeled
unlabeled_cell_00522.png,Brightfield,unlabeled
unlabeled_cell_00523.png,Brightfield,unlabeled
unlabeled_cell_00524.png,Brightfield,unlabeled
unlabeled_cell_00525.png,Brightfield,unlabeled
unlabeled_cell_00526.png,Brightfield,unlabeled
unlabeled_cell_00527.png,Brightfield,unlabeled
unlabeled_cell_00528.png,Brightfield,unlabeled
unlabeled_cell_00529.png,Brightfield,unlabeled
unlabeled_cell_00530.png,Brightfield,unlabeled
unlabeled_cell_00531.png,Brightfield,unlabeled
