image,modality,split
cell_00357.tif,DIC,train
cell_00358.tif,DIC,train
cell_00359.tif,DIC,train
cell_00360.tif,DIC,train
cell_00361.tif,DIC,train
cell_00362.tif,DIC,train
cell_00363.tif,DIC,train
cell_00364.tif,DIC,train
cell_00365.tif,DIC,train
cell_00366.tif,DIC,train
cell_00367.tif,DIC,train
cell_00368.tif,DIC,train
cell_00369.tif,DIC,train
cell_00370.tif,DIC,train
cell_00371.tif,DIC,train
cell_00372.tif,DIC,train
cell_00373.tif,DIC,train
cell_00374.tif,DIC,train
cell_00375.tif,DIC,train
cell_00376.tif,DIC,train
cell_00377.tif,DIC,train
cell_00378.tif,DIC,train
cell_00379.tif,DIC,train
cell_00380.tif,DIC,train
cell_00381.tif,DIC,train
cell_00382.tif,DIC,train
cell_00383.tif,DIC,train
cell_00384.tif,DIC,train
cell_00385.tif,DIC,train
cell_00386.tif,DIC,train
cell_00387.tif,DIC,train
cell_00388.tif,DIC,train
cell_00389.tif,DIC,train
cell_00390.tif,DIC,train
cell_00391.tif,DIC,train
cell_00392.tif,DIC,train
cell_00393.tif,DIC,train
cell_00394.tif,DIC,train
cell_00395.tif,DIC,train
cell_00396.tif,DIC,train
cell_00397.tif,DIC,train
cell_00398.tif,DIC,train
cell_00399.tif,DIC,train
cell_00400.tif,DIC,train
cell_00401.tif,DIC,train
cell_00402.tif,DIC,train
cell_00403.tif,DIC,train
cell_00404.tif,DIC,train
cell_00405.tif,DIC,train
cell_00406.tif,DIC,train
cell_00407.tif,DIC,train
cell_00408.tif,DIC,train
cell_00409.tif,DIC,train
cell_00410.tif,DIC,train
cell_00411.tif,DIC,train
cell_00412.tif,DIC,train
cell_00413.tif,DIC,train
cell_00414.tif,DIC,train
cell_00415.tif,DIC,train
cell_00416.tif,DIC,train
cell_00417.tif,DIC,train
cell_00418.tif,DIC,train
cell_00419.tif,DIC,train
cell_00420.tif,DIC,train
cell_00421.tif,DIC,train
cell_00422.tif,DIC,train
cell_00423.tif,DIC,train
cell_00424.tif,DIC,train
cell_00425.tif,DIC,train
cell_00426.tif,DIC,train
cell_00427.tif,DIC,train
cell_00428.tif,DIC,train
cell_00429.tif,DIC,train
cell_00430.tif,DIC,train
cell_00431.tif,DIC,train
cell_00432.tif,DIC,train
cell_00433.tif,DIC,train
cell_00434.tif,DIC,train
cell_00435.tif,DIC,train
cell_00436.tif,DIC,train
cell_00437.tif,DIC,train
cell_00438.tif,DIC,train
cell_00439.tif,DIC,train
cell_00440.tif,DIC,train
cell_00441.tif,DIC,train
cell_00442.tif,DIC,train
cell_00443.tif,DIC,train
cell_00444.tif,DIC,train
cell_00445.tif,DIC,train
cell_00446.tif,DIC,train
cell_00447.tif,DIC,train
cell_00448.tif,DIC,train
cell_00449.tif,DIC,train
cell_00450.tif,DIC,train
cell_00451.tif,DIC,train
cell_00452.tif,DIC,train
cell_00453.tif,DIC,train
cell_00454.tif,DIC,train
cell_00455.tif,DIC,train
cell_00456.tif,DIC,train
cell_00457.tif,DIC,train
cell_00458.tif,DIC,train
cell_00459.tif,DIC,train
cell_00460.tif,DIC,train
cell_00461.tif,DIC,train
cell_00462.tif,DIC,train
cell_00463.tif,DIC,train
cell_00464.tif,DIC,train
cell_00465.tif,DIC,train
cell_00466.tif,DIC,train
cell_00467.tif,DIC,train
cell_00468.tif,DIC,train
cell_00469.tif,DIC,train
cell_00470.tif,DIC,train
cell_00471.tif,DIC,train
cell_00472.tif,DIC,train
cell_00473.tif,DIC,train
cell_00474.tif,DIC,train
cell_00475.tif,DIC,train
cell_00476.tif,DIC,train
cell_00477.tif,DIC,train
cell_00478.tif,DIC,train
cell_00479.tif,DIC,train
cell_00480.tif,DIC,train
cell_00481.tif,DIC,train
cell_00482.tif,DIC,train
cell_00483.tif,DIC,train
cell_00484.tif,DIC,train
cell_00485.tif,DIC,train
cell_00486.tif,DIC,train
cell_00487.tif,DIC,train
cell_00488.tif,DIC,train
cell_00489.tif,DIC,train
cell_00490.tif,DIC,train
cell_00491.tif,DIC,train
cell_00492.tif,DIC,train
cell_00493.tif,DIC,train
cell_00494.tif,DIC,train
cell_00495.tif,DIC,train
cell_00496.tif,DIC,train
cell_00497.tif,DIC,train
cell_00498.tif,DIC,train
cell_00499.tif,DIC,train
cell_00500.tif,DIC,train
cell_00501.tif,PC,train
cell_00502.tif,PC,train
cell_00503.tif,PC,train
cell_00504.tif,PC,train
cell_00505.tif,PC,train
cell_00506.tif,PC,train
cell_00507.tif,PC,train
cell_00508.tif,PC,train
cell_00509.tif,PC,train
cell_00510.tif,PC,train
cell_00511.tif,PC,train
cell_00512.tif,PC,train
cell_00513.tif,PC,train
cell_00514.tif,PC,train
cell_00515.tif,PC,train
cell_00516.tif,PC,train
cell_00517.tif,PC,train
cell_00518.tif,PC,train
cell_00519.tif,PC,train
cell_00520.tif,PC,train
cell_00521.tif,PC,train
cell_00522.tif,PC,train
cell_00523.tif,PC,train
cell_00524.tif,PC,train
cell_00525.tif,PC,train
cell_00526.tif,PC,train
cell_00527.tif,PC,train
cell_00528.tif,PC,train
cell_00529.tif,PC,train
cell_00530.tif,PC,train
cell_00531.tif,PC,train
cell_00532.tif,PC,train
cell_00533.tif,PC,train
cell_00534.tif,PC,train
cell_00535.tif,PC,train
cell_00536.tif,PC,train
cell_00537.tif,PC,train
cell_00538.tif,PC,train
cell_00539.tif,PC,train
cell_00540.tif,PC,train
cell_00541.tif,PC,train
cell_00542.tif,PC,train
cell_00543.tif,PC,train
cell_00544.tif,PC,train
cell_00545.tif,PC,train
cell_00546.tif,PC,train
cell_00547.tif,PC,train
cell_00548.tif,PC,train
cell_00549.tiff,PC,train
cell_00550.tiff,PC,train
cell_00551.tiff,PC,train
cell_00552.tiff,PC,train
cell_00553.tiff,PC,train
cell_00554.tiff,PC,train
cell_00555.tiff,PC,train
cell_00556.tiff,PC,train
cell_00557.tiff,PC,train
cell_00558.tiff,PC,train
cell_00559.tif,PC,train
cell_00560.tif,PC,train
cell_00561.tif,PC,train
cell_00562.tif,PC,train
cell_00563.tif,PC,train
cell_00564.tif,PC,train
cell_00565.tif,PC,train
cell_00566.tif,PC,train
cell_00567.tif,PC,train
cell_00568.tif,PC,train
cell_00569.tif,PC,train
cell_00570.tif,PC,train
cell_00571.tif,PC,train
cell_00572.tif,PC,train
cell_00573.tif,PC,train
cell_00574.tif,PC,train
cell_00575.tif,PC,train
cell_00576.tif,PC,train
cell_00577.tif,PC,train
cell_00578.tif,PC,train
cell_00579.tif,PC,train
cell_00580.tif,PC,train
cell_00581.tif,PC,train
cell_00582.tif,PC,train
cell_00583.tif,PC,train
cell_00584.tif,PC,train
cell_00585.tif,PC,train
cell_00586.tif,PC,train
cell_00587.tif,PC,train
cell_00588.tif,PC,train
cell_00589.tif,PC,train
cell_00590.tif,PC,train
cell_00591.tif,PC,train
cell_00592.tif,PC,train
cell_00593.tif,PC,train
cell_00594.tif,PC,train
cell_00595.tif,PC,train
cell_00596.tif,PC,train
cell_00597.tif,PC,train
cell_00598.tif,PC,train
cell_00599.tif,PC,train
cell_00600.tif,PC,train
cell_00601.tif,PC,train
cell_00602.tif,PC,train
cell_00603.tif,PC,train
cell_00604.tif,PC,train
cell_00605.tif,PC,train
cell_00606.tif,PC,train
cell_00607.tif,PC,train
cell_00608.tif,PC,train
cell_00609.tif,PC,train
cell_00610.tif,PC,train
cell_00611.tif,PC,train
cell_00612.tif,PC,train
cell_00613.tif,PC,train
cell_00614.tif,PC,train
cell_00615.tif,PC,train
cell_00616.tif,PC,train
cell_00617.tif,PC,train
cell_00618.tif,PC,train
cell_00619.tif,PC,train
cell_00620.tif,PC,train
cell_00621.tif,PC,train
cell_00622.tif,PC,train
cell_00623.tif,PC,train
cell_00624.tif,PC,train
cell_00625.tif,PC,train
cell_00626.tif,PC,train
cell_00627.tif,PC,train
cell_00628.tif,PC,train
cell_00629.tif,PC,train
cell_00630.tif,PC,train
cell_00631.tif,PC,train
cell_00632.tif,PC,train
cell_00633.tif,PC,train
cell_00634.tif,PC,train
cell_00635.tif,PC,train
cell_00636.tif,PC,train
cell_00637.tif,PC,train
cell_00638.tif,PC,train
cell_00639.tif,PC,train
cell_00640.tif,PC,train
cell_00641.tif,PC,train
cell_00642.tif,PC,train
cell_00643.tif,PC,train
cell_00644.tif,PC,train
cell_00645.tif,PC,train
cell_00646.tif,PC,train
cell_00647.tif,PC,train
cell_00648.tif,PC,train
cell_00649.tif,PC,train
cell_00650.tif,PC,train
cell_00651.tif,PC,train
cell_00652.tif,PC,train
cell_00653.tif,PC,train
cell_00654.tif,PC,train
cell_00655.tif,PC,train
cell_00656.tif,PC,train
cell_00657.tif,PC,train
cell_00658.tif,PC,train
cell_00659.tif,PC,train
cell_00660.tif,PC,train
cell_00661.tif,PC,train
cell_00662.tif,PC,train
cell_00663.tif,PC,train
cell_00664.tif,PC,train
cell_00665.tif,PC,train
cell_00666.tif,PC,train
cell_00667.tif,PC,train
cell_00668.tif,PC,train
cell_00669.tif,PC,train
cell_00670.tif,PC,train
cell_00671.tif,PC,train
cell_00672.tif,PC,train
cell_00673.tif,PC,train
cell_00674.tif,PC,train
cell_00675.tif,PC,train
cell_00676.tif,PC,train
cell_00677.tif,PC,train
cell_00678.tif,PC,train
cell_00679.tif,PC,train
cell_00680.tif,PC,train
cell_00681.tif,PC,train
cell_00682.tif,PC,train
cell_00683.tif,PC,train
cell_00684.tif,PC,train
cell_00685.tif,PC,train
cell_00686.tif,PC,train
cell_00687.tif,PC,train
cell_00688.tif,PC,train
cell_00689.tif,PC,train
cell_00690.tif,PC,train
cell_00691.tif,PC,train
cell_00692.tif,PC,train
cell_00693.tif,PC,train
cell_00694.tif,PC,train
cell_00695.tif,PC,train
cell_00696.tif,PC,train
cell_00697.tif,PC,train
cell_00698.tif,PC,train
cell_00699.tif,PC,train
cell_00700.tif,PC,train
cell_00701.tiff,Fluorescent,train
cell_00702.tiff,Fluorescent,train
cell_00703.tiff,Fluorescent,train
cell_00704.tiff,Fluorescent,train
cell_00705.tiff,Fluorescent,train
cell_00706.tiff,Fluorescent,train
cell_00707.tiff,Fluorescent,train
cell_00708.tiff,Fluorescent,train
cell_00709.tiff,Fluorescent,train
cell_00710.tiff,Fluorescent,train
cell_00711.tiff,Fluorescent,train
cell_00712.tiff,Fluorescent,train
cell_00713.tiff,Fluorescent,train
cell_00714.tiff,Fluorescent,train
cell_00715.tiff,Fluorescent,train
cell_00716.tiff,Fluorescent,train
cell_00717.tiff,Fluorescent,train
cell_00718.tiff,Fluorescent,train
cell_00719.png,Fluorescent,train
cell_00720.png,Fluorescent,train
cell_00721.png,Fluorescent,train
cell_00722.png,Fluorescent,train
cell_00723.png,Fluorescent,train
cell_00724.png,Fluorescent,train
cell_00725.png,Fluorescent,train
cell_00726.png,Fluorescent,train
cell_00727.png,Fluorescent,train
cell_00728.png,Fluorescent,train
cell_00729.png,Fluorescent,train
cell_00730.png,Fluorescent,train
cell_00731.png,Fluorescent,train
cell_00732.png,Fluorescent,train
cell_00733.png,Fluorescent,train
cell_00734.png,Fluorescent,train
cell_00735.png,Fluorescent,train
cell_00736.png,Fluorescent,train
cell_00737.png,Fluorescent,train
cell_00738.png,Fluorescent,train
cell_00739.png,Fluorescent,train
cell_00740.png,Fluorescent,train
cell_00741.png,Fluorescent,train
cell_00742.png,Fluorescent,train
cell_00743.png,Fluorescent,train
cell_00744.png,Fluorescent,train
cell_00745.png,Fluorescent,train
cell_00746.png,Fluorescent,train
cell_00747.png,Fluorescent,train
cell_00748.png,Fluorescent,train
cell_00749.png,Fluorescent,train
cell_00750.png,Fluorescent,train
cell_00751.png,Fluorescent,train
cell_00752.png,Fluorescent,train
cell_00753.png,Fluorescent,train
cell_00754.png,Fluorescent,train
cell_00755.png,Fluorescent,train
cell_00756.png,Fluorescent,train
cell_00757.png,Fluorescent,train
cell_00758.png,Fluorescent,train
cell_00759.png,Fluorescent,train
cell_00760.png,Fluorescent,train
cell_00761.png,Fluorescent,train
cell_00762.png,Fluorescent,train
cell_00763.png,Fluorescent,train
cell_00764.png,Fluorescent,train
cell_00765.png,Fluorescent,train
cell_00766.png,Fluorescent,train
cell_00767.png,Fluorescent,train
cell_00768.png,Fluorescent,train
cell_00769.png,Fluorescent,train
cell_00770.png,Fluorescent,train
cell_00771.png,Fluorescent,train
cell_00772.png,Fluorescent,train
cell_00773.png,Fluorescent,train
cell_00774.png,Fluorescent,train
cell_00775.png,Fluorescent,train
cell_00776.png,Fluorescent,train
cell_00777.png,Fluorescent,train
cell_00778.png,Fluorescent,train
cell_00779.png,Fluorescent,train
cell_00780.png,Fluorescent,train
cell_00781.png,Fluorescent,train
cell_00782.png,Fluorescent,train
cell_00783.png,Fluorescent,train
cell_00784.png,Fluorescent,train
cell_00785.png,Fluorescent,train
cell_00786.png,Fluorescent,train
cell_00787.png,Fluorescent,train
cell_00788.png,Fluorescent,train
cell_00789.png,Fluorescent,train
cell_00790.png,Fluorescent,train
cell_00791.png,Fluorescent,train
cell_00792.png,Fluorescent,train
cell_00793.png,Fluorescent,train
cell_00794.png,Fluorescent,train
cell_00795.png,Fluorescent,train
cell_00796.png,Fluorescent,train
cell_00797.png,Fluorescent,train
cell_00798.png,Fluorescent,train
cell_00799.png,Fluorescent,train
cell_00800.png,Fluorescent,train
cell_00801.png,Fluorescent,train
cell_00802.png,Fluorescent,train
cell_00803.png,Fluorescent,train
cell_00804.png,Fluorescent,train
cell_00805.png,Fluorescent,train
cell_00806.png,Fluorescent,train
cell_00807.png,Fluorescent,train
cell_00808.png,Fluorescent,train
cell_00809.png,Fluorescent,train
cell_00810.png,Fluorescent,train
cell_00811.png,Fluorescent,train
cell_00812.png,Fluorescent,train
cell_00813.png,Fluorescent,train
cell_00814.png,Fluorescent,train
cell_00815.png,Fluorescent,train
cell_00816.png,Fluorescent,train
cell_00817.png,Fluorescent,train
cell_00818.png,Fluorescent,train
cell_00819.png,Fluorescent,train
cell_00820.png,Fluorescent,train
cell_00821.png,Fluorescent,train
cell_00822.png,Fluorescent,train
cell_00823.png,Fluorescent,train
cell_00824.png,Fluorescent,train
cell_00825.png,Fluorescent,train
cell_00826.png,Fluorescent,train
cell_00827.png,Fluorescent,train
cell_00828.png,Fluorescent,train
cell_00829.png,Fluorescent,train
cell_00830.png,Fluorescent,train
cell_00831.png,Fluorescent,train
cell_00832.png,Fluorescent,train
cell_00833.png,Fluorescent,train
cell_00834.png,Fluorescent,train
cell_00835.png,Fluorescent,train
cell_00836.png,Fluorescent,train
cell_00837.png,Fluorescent,train
cell_00838.png,Fluorescent,train
cell_00839.png,Fluorescent,train
cell_00840.png,Fluorescent,train
cell_00841.png,Fluorescent,train
cell_00842.png,Fluorescent,train
cell_00843.png,Fluorescent,train
cell_00844.png,Fluorescent,train
cell_00845.png,Fluorescent,train
cell_00846.png,Fluorescent,train
cell_00847.png,Fluorescent,train
cell_00848.png,Fluorescent,train
cell_00849.png,Fluorescent,train
cell_00850.png,Fluorescent,train
cell_00851.png,Fluorescent,train
cell_00852.png,Fluorescent,train
cell_00853.png,Fluorescent,train
cell_00854.png,Fluorescent,train
cell_00855.png,Fluorescent,train
cell_00856.png,Fluorescent,train
cell_00857.png,Fluorescent,train
cell_00858.png,Fluorescent,train
cell_00859.png,Fluorescent,train
cell_00860.png,Fluorescent,train
cell_00861.png,Fluorescent,train
cell_00862.png,Fluorescent,train
cell_00863.png,Fluorescent,train
cell_00864.png,Fluorescent,train
cell_00865.png,Fluorescent,train
cell_00866.png,Fluorescent,train
cell_00867.png,Fluorescent,train
cell_00868.png,Fluorescent,train
cell_00869.png,Fluorescent,train
cell_00870.png,Fluorescent,train
cell_00871.png,Fluorescent,train
cell_00872.png,Fluorescent,train
cell_00873.png,Fluorescent,train
cell_00874.png,Fluorescent,train
cell_00875.png,Fluorescent,train
